MOVIES,YEAR,GENRE,RATING,STARS,VOTES,RunTime,DIRECTOR
Zbrodnia,2014– ,"Action, Crime",6.2,"Magdalena Boczarska, Wojciech Cyplik, Dorota Kolak, Joanna Kulig",558,60,
Vampires,2020– ,"Drama, Fantasy, Horror",5.6,"Kate Moran, Mounir Amamra, Juliette Cardinski, Pierre Lottin",1081,0,
Akjilkyungchal,2019,"Action, Crime, Drama",6.3,"Director:Jeong-beom Lee| Song Boo-gun, Park Hae-joon, Philip Hersh, So-nee Jeon",1768,127,
Cinema Bandi,2021,"Comedy, Drama",8.0,"Director:Praveen Kandregula| Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara",2001,98,
Nappily Ever After,2018,"Comedy, Drama, Romance",6.4,"Director:Haifaa Al-Mansour| Sanaa Lathan, Ricky Whittle, Lyriq Bent, Lynn Whitfield",8611,98,
Neodo Inganini,2018,"Comedy, Drama, Romance",8.0,"Seo Kang-Joon, Gong Seung-Yeon, Sung-ryung Kim, Lee Joon-hyuk",1802,35,
La Reina de Indias y el Conquistador,2020– ,"Drama, History",6.7,"Emmanuel Esparza, Essined Aponte, Manuel Navarro, Álvaro Benet",135,50,
Shiny_Flakes: The Teenage Drug Lord,2021,"Documentary, Biography, Crime",7.5,"Directors:Eva Müller, Michael Schmitt|     Star:Maximilian Schmidt",132,96,
The Platform,2020– ,Drama,7.0,"Maxim Khalil, Khaled Alkeesh, Abdulmohsen Alnemr, Khaled El Sayed",239,45,
Widaehan Yuhokja,2018,"Drama, Mystery, Romance",7.2,"Woo Do-Hwan, Soo-Young Park, Moon Ga-young, Min-Jae Kim",1331,32,
Houdini,2014,"Biography, Drama",7.4,"Adrien Brody, Kristen Connolly, Evan Jones, Tim Pigott-Smith",11302,174,
Was It Love,2020,"Comedy, Drama, Romance",7.2,"Song Ji-Hyo, Ho Joon Son, Jong-ho Song, Ja-Sung Koo",685,70,
Super Why!,2007–2016,"Animation, Family",6.1,"Siera Florindo, Tajja Isen, Zachary Bloch, Nicholas Castel Vanderburgh",693,30,
"Michael Bolton's Big, Sexy Valentine's Day Special",2017 TV Special,"Comedy, Music, Musical",6.7,"Directors:Scott Aukerman, Akiva Schaffer| Michael Bolton, Sarah Shahi, Adam Scott, Matthew Kimbrough",1993,54,
They Cloned Tyrone,nan,"Comedy, Mystery, Sci-Fi",,"Director:Juel Taylor| Jamie Foxx, Teyonah Parris, John Boyega, Nick Arapoglou",0,0,
The Gruffalo,2009 TV Movie,"Animation, Family",7.5,"Directors:Max Lang, Jakob Schuh| Helena Bonham Carter, James Corden, Tom Wilkinson, John Hurt",6484,27,
Danger Mouse,2015–2019,"Animation, Action, Adventure",7.1,"Alexander Armstrong, Kevin Eldon, Dave Lamb, Stephen Fry",499,22,
Mother: Mazâ,2020,"Drama, Thriller",6.8,"Director:Tatsushi Ohmori| Masami Nagasawa, Sadao Abe, Halo Asada, Sho Gunji",2098,126,
Truth or Dare,II 2012,"Horror, Mystery",5.6,"Director:Robert Heath| Tom Kane, Liam Boyle, Jack Gordon, Florence Hall",8980,96,
The Healing Powers of Dude,2020– ,"Short, Action, Adventure",6.6,"Jace Chapman, Larisa Oleynik, Mauricio Lara, Sophie Kim",735,25,
13 Geboden,2017–2018,"Crime, Mystery, Thriller",7.0,"Dirk van Dijck, Marie Vinck, Karlijn Sileghem, Line Pillet",2093,46,
The Titan Games,2019– ,Reality-TV,7.0,"Dwayne Johnson, Cari Champion, Ben Afuvai, Kim Rosen",3261,60,
St. Agatha,2018,"Horror, Thriller",4.9,"Director:Darren Lynn Bousman| Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Lindsay Seim",4873,103,
The King's Avatar,2019,"Action, Adventure, Fantasy",8.2,"Yang Yang, Shuying Jiang, Daisy Li, Leon Lai Yi",826,45,
Alien Worlds,2020,"Documentary, Animation, Sci-Fi",6.5,"Sophie Okonedo, Leigh Joel Scott, Vahe Alaverdian, Stuart Armstrong",3006,0,
Transformers: Robots in Disguise,2014–2020,"Animation, Action, Adventure",5.9,"Khary Payton, Mitchell Whitfield, Will Friedle, Constance Zimmer",930,22,
The Holiday Movies that Made Us,2020– ,"Documentary, Family",7.1,"Phe Caplan, David Berenbaum, Ian Nathan, Jon Berg",725,44,
Metal Lords,2021,"Drama, Music",,"Director:Peter Sollett| Jaeden Martell, Brett Gelman, Sufe Bradshaw, Isis Hainsworth",0,0,
Away,I 2016,"Crime, Drama",6.8,"Director:David Blair| Timothy Spall, Juno Temple, Hayley Squires, Matt Ryan",2079,105,
You Are My Home,2020,"Animation, Family, Fantasy",6.5,"Director:Amanda Raymond| Alyssa Milano, Cristián de la Fuente, Angel Parker, Eva Ariel Binder",375,92,
Lockwood & Co,nan,"Action, Adventure, Drama",,,0,60,
Advantageous,2015,"Drama, Family, Sci-Fi",6.2,"Director:Jennifer Phang| Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong",5140,90,
Annyeong? Naya!,2021– ,"Comedy, Fantasy, Romance",7.2,"Kang-hee Choi, Kim Young-kwang, Re Lee, Eum Moon Suk",344,65,
Opening Night,II 2016,"Comedy, Musical",6.0,"Director:Isaac Rentz| Lauren Lapkus, Alona Tal, Topher Grace, Anne Heche",2458,90,
Berserk: Ougon jidai-hen II - Dorudorei koryaku,2012,"Animation, Action, Adventure",7.8,"Director:Toshiyuki Kubooka| Carrie Keranen, Orion Acaba, Chris Jai Alex, G.K. Bowes",9421,95,
Well-Intended Love,2019–2020,"Drama, Romance",7.3,"Xu Kai Cheng, Liu Jia Xi, Huang Qian Shuo, Wang Shuang",1184,45,
Stalked by My Doctor,2015 TV Movie,Thriller,5.5,"Director:Doug Campbell| Eric Roberts, Brianna Joy Chomer, Deborah Zoe, Jon Briddell",1462,88,
"Hi Bye, Mama!",2020– ,"Comedy, Drama, Fantasy",8.0,"Kim Tae-hee, Kyoo-hyung Lee, Ko Bo-Gyeol, Seo Woo-Jin",1215,70,
Nicky Jam: El Ganador,2018– ,"Biography, Music",7.8,"Nicky Jam, Jose Caro, Darkiel, Avery Rodríguez",1030,45,
Crímenes de familia,2020,"Crime, Drama, Thriller",6.6,"Director:Sebastián Schindel| Cecilia Roth, Miguel Ángel Solá, Benjamín Amadeo, Sofía Gala Castiglione",3486,99,
Gakusen toshi asterisk,2015– ,"Animation, Action, Comedy",6.9,"Atsushi Tamaru, Ai Kakuma, Kira Buckland, Erik Scott Kimerer",1696,23,
My Perfect Romance,2018 TV Movie,Romance,4.7,"Director:Justin G. Dyck| Lauren Holly, Morgan Fairchild, Jodie Sweetin, Christopher Russell",2737,91,
La víctima número 8,2018,"Action, Adventure, Crime",7.0,"César Mateo, María de Nati, Verónika Moral, Iñaki Ardanaz",1760,53,
Born to Be Blue,2015,"Biography, Drama, Music",6.9,"Director:Robert Budreau| Ethan Hawke, Carmen Ejogo, Callum Keith Rennie, Tony Nappo",8304,97,
"Go, Dog. Go!",2021– ,Animation,7.4,"Michela Luci, Callum Shoniker, Lyon Smith, Linda Ballantyne",126,0,
Thus Spoke Kishibe Rohan,2017–2021,"Animation, Action, Adventure",7.7,"Landon McDonald, Bob Carter, Brittany Cox, Skyler Davenport",673,97,
The Pentaverate,2022– ,Comedy,,"Mark Denham, Tony McCarthy, Daniel Booroff, Nicklas Kingo",0,0,
Life Itself,2014,"Documentary, Biography",7.8,"Director:Steve James| Roger Ebert, Chaz Ebert, Gene Siskel, Martin Scorsese",15182,121,
Tigertail,2020,Drama,6.5,"Director:Alan Yang| Tzi Ma, Christine Ko, Hong-Chi Lee, Queenie Yu-Hsin Fang",3301,91,
Real Rob,2015– ,Comedy,6.4,"Rob Schneider, Patricia Maya Schneider, Jamie Lissow, Miranda Scarlett Schneider",2650,30,
Uisa Yohan,2019– ,"Drama, Mystery, Romance",8.2,"Seong Ji, Se-yeong Lee, Hwang Hee, Min-a Jeong",857,35,
Maria,II 2019,"Action, Crime, Drama",5.0,"Director:Pedring Lopez| Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro",1872,90,
Frozen Fever,2015,"Animation, Short, Adventure",6.9,"Directors:Chris Buck, Jennifer Lee| Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",14945,8,
Abstract: The Art of Design,2017– ,Documentary,8.4,"Platon, Cas Holman, Ian Spalter, Elisabeth Biondi",5046,45,
Sell By,2019,"Comedy, Drama, Romance",5.7,"Director:Mike Doyle| Scott Evans, Augustus Prew, Michelle Buteau, Colin Donnell",928,94,
Bodyguard,I 2011,"Action, Comedy, Drama",4.7,"Director:Siddique| Salman Khan, Kareena Kapoor, Raj Babbar, Hazel Keech",24275,130,
Super Buddies,2013 Video,Family,4.3,"Director:Robert Vince| Trey Loney, John Ratzenberger, Michael Teigen, Sam Adler",1278,81,
Spivak,2018,Comedy,5.6,"Directors:Anthony Abrams, Adam Larson Broder| Michael Bacall, Maggie Lawson, Elden Henson, Mark Webber",673,91,
Inside Man,nan,"Drama, Mystery, Thriller",,"David Tennant, Stanley Tucci, Dolly Wells, Lydia West",0,0,
Maen Too Maen,2017,"Action, Drama, Thriller",7.4,"Park Hae-Jin, Park Sung-woong, Min-Jung Kim, Jason Nelson",1045,80,
Adú,2020,Drama,6.7,"Director:Salvador Calvo| Luis Tosar, Álvaro Cervantes, Anna Castillo, Moustapha Oumarou",4416,119,
The Great Train Robbery,2013,"Biography, Crime, Drama",7.4,"Robert Glenister, Jack Roth, Paul Anderson, Luke Evans",3668,90,
The Innocence Files,2020,"Documentary, Crime",8.0,"Peter Neufeld, Barry Scheck, Michael West, Gary Wells",2335,573,
Queen Sono,2020–2021,"Action, Crime, Drama",6.0,"Pearl Thusi, Vuyo Dabula, Sechaba Morojele, Chi Mhende",1093,43,
Johan Falk: GSI - Gruppen för särskilda insatser,2009,"Action, Crime, Thriller",6.9,"Director:Anders Nilsson| Jakob Eklund, Joel Kinnaman, Mikael Tornving, Meliz Karlge",3720,118,
"Fresh, Fried and Crispy",2021– ,Reality-TV,6.3,"Daym Drops, Sonya Beckham, Teresa Cottrell, Nancy Faidley-Devine",417,0,
"60 Il, Jijeongsaengjonja",2019,"Drama, Thriller",8.1,"Jin-hee Ji, Joon-ho Huh, Kang Han-na, Lee Joon-hyuk",910,70,
What Did Jack Do?,2017,"Short, Comedy, Crime",6.5,"Director:David Lynch| Jack Cruz, David Lynch, Toototabon, Emily Stofle",11306,17,
Betty en NY,2019– ,Comedy,7.7,"Elyfer Torres, Erick Elias, Amaranta Ruiz, Sabrina Seara",477,60,
Instant Hotel,2017– ,Reality-TV,7.3,"Juliet Ashworth, Luke Jacobz, Terry Brouwers, Anita Bocquee",1328,45,
True Story,III,"Comedy, Drama",,"Kevin Hart, Wesley Snipes, William Catlett, Abbey Paige",0,0,
Henry Gamble's Birthday Party,2015,Drama,6.1,"Director:Stephen Cone| Cole Doman, Joe Keery, Elizabeth Laidlaw, Pat Healy",2753,87,
Made in China,II 2019,"Comedy, Drama",6.2,"Director:Mikhil Musale| Rajkummar Rao, Boman Irani, Mouni Roy, Paresh Rawal",3947,128,
Diagnosis,2019– ,Documentary,7.8,"Hugh Calkins, Crystal Lee, Matt Lee, Lisa Sanders",975,0,
Minecraft: Story Mode,2018,Adventure,5.7,"Patton Oswalt, Catherine Taber, Ashley Johnson, Brian Posehn",181,0,
My Holo Love,2020,"Drama, Romance, Sci-Fi",7.7,"Hwang Chan-sung, Yeo-jin Choi, Lee Jeong-eun, Ko Sung-hee",1779,55,
2020 Golden Globe Awards,2020 TV Special,Comedy,7.2,"Director:Louis J. Horvitz| Ricky Gervais, Jennifer Aniston, Reese Witherspoon, Michael Douglas",703,134,
Last Chance U: Basketball,2021– ,"Documentary, Sport",8.4,,1950,0,
Dolly Kitty Aur Woh Chamakte Sitare,2019,"Comedy, Drama",5.3,"Director:Alankrita Shrivastava| Konkona Sen Sharma, Bhumi Pednekar, Amol Parashar, Kubbra Sait",4946,126,
Aelliseu,2020,"Drama, Fantasy, Mystery",7.2,"Kim Hee-seon, Joo Won, Da-In Lee, Choi Wonyoung",792,70,
Yeowoogakshibyeol,2018– ,"Drama, Romance",7.1,"Lee Jehoon, Chae Soo-bin, Dong-geon Lee, Kim Ji-Soo",617,35,
Yeolhyeolsaje,2019– ,"Action, Comedy, Crime",8.2,"Nam-gil Kim, Seong-gyoon Kim, Lee Hanee, Sung-woo Jeon",585,35,
The Adventures of Puss in Boots,2015–2018,"Animation, Action, Adventure",6.7,"Eric Bauza, Jayma Mays, Grey Griffin, Paul Rugg",1491,23,
Christmas with a View,2018 TV Movie,"Drama, Romance",5.2,"Director:Justin G. Dyck| Kaitlyn Leeb, Scott Cavalheiro, Mark Ghanimé, Kristen Kurnik",3906,91,
Gireumjin Mello,2018,"Comedy, Romance",7.5,"Jun-Ho Lee, Jang Hyuk, Ryeowon Jung, Im Won-hee",657,35,
Super Wings!,2015– ,"Animation, Adventure, Family",6.1,"Luca Padovan, Hudson Loverro, Chasden Gilson-Walker, Jamie Sara Lewis",287,15,
Anatomy of a Scandal,nan,"Drama, Thriller",,"Jonathan Coy, Josette Simon, Violet Verigo, Ralph Davis",0,0,
Criminal: Germany,2019– ,"Crime, Drama, Mystery",7.7,"Eva Meckbach, Sylvester Groth, Florence Kasumba, Christian Kuchenbuch",4577,59,
Top Secret UFO Projects: Declassified,2021– ,Documentary,5.7,"Stephen Bassett, Merrill Cook, Caroline Cory, Richard Dolan",78,0,
Walt Before Mickey,2015,"Biography, Drama",5.9,"Director:Khoa Le| Thomas Ian Nicholas, Jon Heder, Armando Gutierrez, David Henrie",5887,107,
Sseo-ni,2011,"Comedy, Drama",7.8,"Director:Hyeong-Cheol Kang| Ho-jeong Yu, Shim Eun-kyung, Hee-kyung Jin, Min-yeong Kim",5405,124,
Jinn,2019,"Drama, Fantasy, Horror",3.5,"Salma Malhas, Sultan Alkhail, Hamzeh Okab, Aysha Shahaltough",9684,30,
Gekijouban Fate/Stay Night: Heaven's Feel - I. Presage Flower,2017,"Animation, Action, Drama",7.5,"Director:Tomonori Sudô| Bryce Papenbrook, Noriaki Sugiyama, Noriko Shitaya, Cristina Valenzuela",2147,120,
Biggie: I Got a Story to Tell,2021,"Documentary, Biography, Music",6.9,"Director:Emmett Malloy| The Notorious B.I.G., Damion Butler, Sean 'Diddy' Combs, Voletta Wallace",4347,97,
Accidentally in Love,2018– ,"Music, Romance",7.6,"Junchen Guo, Yi Ning Sun, Yiqin Zhao",933,30,
Kyaputen Hârokku,2013,"Animation, Adventure, Sci-Fi",6.4,"Director:Shinji Aramaki| Yû Aoi, Jessica Boone, Ayano Fukuda, Arata Furuta",11876,115,
Carole & Tuesday,2019,"Animation, Drama, Music",7.9,"Miyuri Shimabukuro, Kana Ichinose, Celeina Ann, Akio Ôtsuka",1694,22,
Sirius the Jaeger,2018,"Animation, Action, History",6.8,"Yûto Uemura, Ken'yû Horiuchi, Nanako Mori, Yûsuke Kobayashi",1550,25,
Hyperdrive,2019– ,Reality-TV,8.0,"Stacey-Lee May, Michael Bisping, Lindsay Czarniak, Rutledge Wood",2371,29,
Zhui bu,2017,"Action, Crime, Thriller",5.2,"Director:John Woo| Hanyu Zhang, Masaharu Fukuyama, Stephy Qi, Ha Ji-Won",2915,106,
Hasmukh,2020– ,"Comedy, Crime",5.3,"Vir Das, Ranvir Shorey, Amrita Bagchi, Ravi Kishan",2479,34,
BAC Nord,2020,"Crime, Thriller",6.2,"Director:Cédric Jimenez| Gilles Lellouche, François Civil, Karim Leklou, Adèle Exarchopoulos",54,105,
Le monde est à toi,2018,"Comedy, Crime",6.4,"Director:Romain Gavras| Karim Leklou, Isabelle Adjani, Vincent Cassel, Oulaya Amamra",3906,102,
Hai Phuong,2019,"Action, Drama, Thriller",6.3,"Director:Le-Van Kiet| Veronica Ngo, Mai Cát Vi, Thanh Nhien Phan, Pham Anh Khoa",4265,98,
Wir sind die Welle,2019– ,Drama,6.2,"Ludwig Simon, Luise Befort, Michelle Barthel, Mohamed Issa",2389,50,
The Neighbor,II 2016,"Crime, Horror, Thriller",5.8,"Director:Marcus Dunstan| Josh Stewart, Bill Engvall, Alex Essoe, Ronnie Gene Blevins",7407,87,
Archibald's Next Big Thing,2019–2020,"Animation, Adventure, Comedy",7.8,"Tony Hale, Rosamund Pike, Kari Wahlgren, Chelsea Kane",241,24,
Sarah Cooper: Everything's Fine,2020 TV Special,Comedy,5.6,"Director:Natasha Lyonne| Helen Mirren, Marisa Tomei, Maya Rudolph, Winona Ryder",1592,49,
Watashi ga Motete Dousunda,2016– ,"Animation, Comedy, Drama",6.6,"Justin Briner, Amber Lee Connors, Orion Pitts, Alejandro Saab",919,23,
Memories of a Murderer: The Nilsen Tapes,2021,"Documentary, Biography, Crime",,Director:Michael Harte,0,84,
Barbie: Dolphin Magic,2017 Video,"Animation, Adventure, Family",5.7,"Director:Conrad Helten| Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Margaret Corlett",619,61,
Superstition,2017–2018,"Drama, Fantasy, Horror",5.2,"Brad James, Morgana Van Peebles, Robinne Lee, Demetria McKinney",1779,45,
Our Man Flint,1966,"Action, Adventure, Comedy",6.5,"Director:Daniel Mann| James Coburn, Lee J. Cobb, Gila Golan, Edward Mulhare",6205,108,
Cheongchunsidae,2016–2017,"Comedy, Drama, Romance",8.3,"Yeri Han, Seung-Yeon Han, Eun-bin Park, Hwa-young Ryu",1861,60,
Boca a Boca,I 2020– ,"Drama, Mystery, Thriller",6.4,"Caio Horowicz, Iza Moreira, Michel Joelsas, Denise Fraga",674,0,
V.R. Troopers,1994–1996,"Action, Adventure, Family",5.8,"Michael Hollander, Michael Sorich, David Carr, Gardner Baldwin",971,30,
Cuba and the Cameraman,2017,Documentary,8.3,Director:Jon Alpert,4124,113,
"That Winter, the Wind Blows",2013,Drama,7.7,"Jung-Hyun Han, In-Sung Jo, Song Hye-Kyo, Kim Bum",1551,65,
Prank Encounters,2019– ,"Comedy, Horror, Reality-TV",5.2,"David Storrs, Gaten Matarazzo, Peter Giles, Henry Dittman",2458,24,
The Disastrous Life of Saiki K.: Reawakened,2019– ,"Animation, Comedy",7.9,"Hiroshi Kamiya, Ai Kayano, Jon Bailey, Jalen K. Cassell",1138,0,
Elite Short Stories: Nadia Guzmán,2021,"Short, Drama, Romance",6.3,"Miguel Bernardeau, Mina El Hammani, Omar Ayuso, Sergio San Millán",1254,33,
Un-myeong-cheol-eom neol sa-rang-hae,2014,"Comedy, Romance",7.9,"Jang Hyuk, Jang Na-ra, Choi Jin-Hyuk, Dae-chul Choi",2027,60,
Soaked in Bleach,2015,"Documentary, Crime",7.4,"Director:Benjamin Statler| Daniel Roebuck, Sarah Scott, August Emerson, Tyler Bryan",12398,90,
Numberblocks,2017– ,Animation,8.1,"Beth Chalmers, Teresa Gallagher, David Holt, Marcel McCalla",134,5,
Floor Is Lava,2020– ,"Game-Show, Reality-TV",5.3,"Rutledge Wood, Janine Hogan, Todd Leykamp, Alyssa Sabo",1897,38,
Candy Jar,2018,Comedy,5.8,"Director:Ben Shelton| Jacob Latimore, Sami Gayle, Tom Bergeron, Helen Hunt",4658,92,
Orígenes secretos,2020,"Action, Adventure, Comedy",6.1,"Director:David Galán Galindo| Javier Rey, Verónica Echegui, Brays Efe, Antonio Resines",5746,96,
La terre et le sang,2020,"Action, Crime, Drama",4.9,"Director:Julien Leclercq| Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre",2313,80,
Sotto il sole di Riccione,2020,"Comedy, Drama, Romance",5.4,"Director:Younuts| Cristiano Caccamo, Davide Calgaro, Matteo Oscar Giuggioli, Ludovica Martino",2060,101,
"Gwaenchanhah, Sarangiya",2014– ,"Comedy, Drama, Romance",8.3,"Dong-il Sung, Kwang-Soo Lee, Jin Kyung, Kyung-soo Do",3454,60,
Chemi Bednieri Ojakhi,2017,Drama,7.4,"Directors:Nana Ekvtimishvili, Simon Groß| Ia Shugliashvili, Merab Ninidze, Berta Khapava, Tsisia Qumsishvili",3482,120,
Fate/Grand Order: Zettai Maju Sensen Babylonia,2016–2021,"Animation, Action, Drama",7.3,"Nobunaga Shimazaki, Rie Takahashi, Kenichi Suzumura, Ayako Kawasumi",526,0,
"Dan, Hanaui Sarang",2019,"Comedy, Drama, Fantasy",7.8,"Hye-Sun Shin, Myung-Soo Kim, Dong-geon Lee, Bo-mi Kim",1420,35,
Trial 4,2020,"Documentary, Crime",7.4,"Sean Ellis, Rosemary Scapicchio, Edward McNelley, Mary Jackie Ellis",1789,437,
Meel patthar,2020,Drama,6.5,"Director:Ivan Ayr| Mohinder Gujral, Pavitra Mattoo, Lakshvir Saran, Suvinder Vicky",465,98,
My First First Love,2019,Drama,7.5,"Tae-oh Kang, Ji Soo, Chae-Yeon Jung, Jung Jinyoung",1690,50,
Chelsea Does,2016,Documentary,7.2,"Chelsea Handler, Steven David, Mary McCormack, Irving Azoff",2395,70,
Hurricane Bianca,2016,"Comedy, Drama",5.9,"Director:Matt Kugelman| Roy Haylock, Lola Botha, Grayson Thorne Kilpatrick, Willam Belli",6221,84,
More Tales of the City,1998,"Drama, Romance",7.9,"Olympia Dukakis, Laura Linney, Colin Ferguson, Barbara Garrick",1751,330,
Wir können nicht anders,2020,"Comedy, Crime, Thriller",4.8,"Director:Detlev Buck| Kostja Ullmann, Alli Neumann, Sascha Alexander Gersak, Sophia Thomalla",1086,105,
Diamond City,2020– ,"Crime, Drama",7.1,"Nambitha Ben-Mazwi, Ilse Klink, Lehlohonolo Makoko, Makgano Mamabolo",14,0,
Ultimate Beastmaster,2017–2018,"Game-Show, Reality-TV",7.3,"Tiki Barber, Rafinha Bastos, Luis Ernesto Franco, Inés Sainz",2242,55,
Ku'damm 56,2016,Drama,7.6,"Sonja Gerhardt, Claudia Michelsen, Maria Ehrich, Emilia Schüle",1863,100,
World's Most Wanted,2020– ,"Documentary, Crime",7.2,"Jennifer Julian, Thomas Fuentes, Calogero Germaná, David Lorino",2067,0,
Ôkami to kôshinryô,2008–2009,"Animation, Adventure, Fantasy",8.0,"Jun Fukuyama, Ami Koshimizu, Brina Palencia, J. Michael Tatum",3959,24,
Next in Fashion,2020,Reality-TV,7.3,"Alexa Chung, Tan France, Marco Morante, Prasad Romijn",3098,50,
7Seeds,2019–2020,"Animation, Action, Adventure",6.4,"Scott Gibbs, Alejandro Saab, Jad Saxton, Amber Lee Connors",1155,25,
One of Us,IV 2017,Documentary,7.1,"Directors:Heidi Ewing, Rachel Grady| Etty, Chani Getter, Ari Hershkowitz, Luzer Twersky",6119,95,
The Pentaverate,nan,Comedy,,"Phill Webster, Nicklas Kingo, Donald Sage Mackay, Daniel Booroff",0,0,
The Royal Treatment,nan,Romance,,"Director:Rick Jacobson| Mena Massoud, Laura Marano, Cameron Rhodes, Jacque Drew",0,0,
Ni no kuni,2019,"Animation, Action, Adventure",6.1,"Director:Yoshiyuki Momose| Kento Yamazaki, Tucker Chandler, Ray Chase, Greg Chun",2909,106,
Da yu hai tang,2016,"Animation, Adventure, Drama",7.1,"Directors:Xuan Liang, Chun Zhang| Guanlin Ji, Shangqing Su, Timmy Xu, Shulan Pan",5365,100,
Sundown,II 2016,"Action, Adventure, Comedy",5.4,"Director:Fernando Lebrija| Devon Werkheiser, Sean Marquette, Silverio Palacios, Camilla Belle",2278,103,
Olaf's Frozen Adventure,2017,"Animation, Short, Adventure",5.6,"Directors:Kevin Deters, Stevie Wermers| Josh Gad, Idina Menzel, Kristen Bell, Jonathan Groff",11969,22,
Seoreunijiman Yeolilgobibmida,2018,"Comedy, Romance",7.9,"Hye-Sun Shin, Yang Se-Jong, Ahn Hyo-Seop, Ji-won Ye",1423,35,
Seven in Heaven,2018,"Drama, Horror, Mystery",5.3,"Director:Chris Eigeman| Travis Tope, Haley Ramm, Dylan Everett, Jake Manley",2522,94,
Come Sunday,2018,"Biography, Drama",6.0,"Director:Joshua Marston| Chiwetel Ejiofor, Gerard Catus, Allie McCulloch, LaKeith Stanfield",2145,106,
The Netflix Afterparty,2020– ,Talk-Show,3.7,"Fortune Feimster, Kevin Hart, London Hughes, Rick Ingraham",431,0,
Gojira: Kaijû Wakusei,2017,"Animation, Action, Adventure",6.0,"Directors:Hiroyuki Seshita, Kôbun Shizuno| Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita",8108,89,
Break,IV 2018,Drama,5.9,"Director:Marc Fouchard| Sabrina Ouazani, Kévin Mischel, Hassam Ghancy, Slimane Nebchi",1012,96,
"Bon Cop, Bad Cop",2006,"Action, Comedy, Crime",6.8,"Director:Erik Canuel| Michel Beaudry, Patrice Bélanger, Pierre Boudreau, Sarain Boylan",12296,117,
Plagi Breslau,2018,"Action, Crime, Mystery",5.8,"Director:Patryk Vega| Malgorzata Kozuchowska, Daria Widawska, Katarzyna Bujakiewicz, Andrzej Grabowski",4401,110,
Maya and the Three,2021– ,"Animation, Action, Adventure",,"Sandra Equihua, Jorge R. Gutiérrez, Jeff Ranjo",0,0,
Berlin Calling,2008,"Comedy, Drama, Music",7.2,"Director:Hannes Stöhr| Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton",13984,109,
eung-dab-hala 1994,2013,"Comedy, Drama, Romance",7.8,"Go Ara, Woo Jung, Yoo Yeon-Seok, Seong-gyoon Kim",1091,75,
Chicago Overcoat,2009,"Action, Adventure, Crime",6.0,"Director:Brian Caunter| Frank Vincent, Kathrine Narducci, Mike Starr, Stacy Keach",1052,94,
